證券代碼	簡稱	年月日	收盤價(元)	流通在外股數(千股)
Y9998  	TEJ 大盤     	20230629	 16942.3000	   751633196
Y9998  	TEJ 大盤     	20230630	 16915.5400	   752067859
Y9998  	TEJ 大盤     	20230703	 17084.2000	   752129719
Y9998  	TEJ 大盤     	20230704	 17140.7700	   752207517
Y9998  	TEJ 大盤     	20230705	 17056.4300	   752207538
Y9998  	TEJ 大盤     	20230706	 16762.1700	   752207538
Y9998  	TEJ 大盤     	20230707	 16664.2100	   752207524
Y9998  	TEJ 大盤     	20230710	 16652.8000	   752211204
Y9998  	TEJ 大盤     	20230711	 16898.9100	   752220894
Y9998  	TEJ 大盤     	20230712	 16962.0300	   752274894
Y9998  	TEJ 大盤     	20230713	 17061.4000	   752360454
Y9998  	TEJ 大盤     	20230714	 17283.7100	   752406676
Y9998  	TEJ 大盤     	20230717	 17334.2900	   752435090
Y9998  	TEJ 大盤     	20230718	 17227.9100	   752665738
Y9998  	TEJ 大盤     	20230719	 17116.4400	   752672748
Y9998  	TEJ 大盤     	20230720	 17164.8900	   752680648
Y9998  	TEJ 大盤     	20230721	 17030.7000	   752744164
Y9998  	TEJ 大盤     	20230724	 17033.6100	   752771535
Y9998  	TEJ 大盤     	20230725	 17198.8900	   752822928
Y9998  	TEJ 大盤     	20230726	 17162.5500	   753668409
Y9998  	TEJ 大盤     	20230727	 17241.8200	   754298069
Y9998  	TEJ 大盤     	20230728	 17292.9300	   754704181
Y9998  	TEJ 大盤     	20230731	 17145.4300	   754850543
Y9998  	TEJ 大盤     	20230801	 17212.8700	   754958653
Y9998  	TEJ 大盤     	20230802	 16893.7300	   754994563
Y9998  	TEJ 大盤     	20230804	 16843.6800	   755111128
Y9998  	TEJ 大盤     	20230807	 16996.0000	   755111951
Y9998  	TEJ 大盤     	20230808	 16877.0700	   755097579
Y9998  	TEJ 大盤     	20230809	 16870.9400	   756097237
Y9998  	TEJ 大盤     	20230810	 16634.7000	   756588114
Y9998  	TEJ 大盤     	20230811	 16601.2500	   757169440
Y9998  	TEJ 大盤     	20230814	 16393.6600	   757169508
Y9998  	TEJ 大盤     	20230815	 16454.8000	   757401992
Y9998  	TEJ 大盤     	20230816	 16446.7800	   757396146
Y9998  	TEJ 大盤     	20230817	 16516.6600	   753078902
Y9998  	TEJ 大盤     	20230818	 16381.3100	   753179468
Y9998  	TEJ 大盤     	20230821	 16381.4900	   753179468
Y9998  	TEJ 大盤     	20230822	 16437.6100	   753243854
Y9998  	TEJ 大盤     	20230823	 16576.9000	   753280365
Y9998  	TEJ 大盤     	20230824	 16770.8700	   753444761
Y9998  	TEJ 大盤     	20230825	 16481.5800	   753475561
Y9998  	TEJ 大盤     	20230828	 16509.2600	   752725821
Y9998  	TEJ 大盤     	20230829	 16623.6500	   752887222
Y9998  	TEJ 大盤     	20230830	 16719.8200	   752903403
Y9998  	TEJ 大盤     	20230831	 16634.5100	   753182751
Y9998  	TEJ 大盤     	20230901	 16644.9400	   753246776
Y9998  	TEJ 大盤     	20230904	 16789.6900	   753866515
Y9998  	TEJ 大盤     	20230905	 16791.6100	   753866516
Y9998  	TEJ 大盤     	20230906	 16738.1600	   753906920
Y9998  	TEJ 大盤     	20230907	 16619.1400	   753923333
Y9998  	TEJ 大盤     	20230908	 16576.0200	   753927549
Y9998  	TEJ 大盤     	20230911	 16432.9500	   753927549
Y9998  	TEJ 大盤     	20230912	 16572.7100	   753983549
Y9998  	TEJ 大盤     	20230913	 16581.5100	   754088438
Y9998  	TEJ 大盤     	20230914	 16807.5600	   754088443
Y9998  	TEJ 大盤     	20230915	 16920.9200	   754089310
Y9998  	TEJ 大盤     	20230918	 16698.2400	   753993287
Y9998  	TEJ 大盤     	20230919	 16636.3200	   753993287
Y9998  	TEJ 大盤     	20230920	 16534.7500	   753993346
Y9998  	TEJ 大盤     	20230921	 16316.6700	   753993346
Y9998  	TEJ 大盤     	20230922	 16344.4800	   753993529
Y9998  	TEJ 大盤     	20230925	 16452.2300	   753670133
Y9998  	TEJ 大盤     	20230926	 16276.0700	   753839600
Y9998  	TEJ 大盤     	20230927	 16310.3600	   753859600
Y9998  	TEJ 大盤     	20230928	 16353.7400	   753914409
Y9998  	TEJ 大盤     	20231002	 16557.3100	   754358701
Y9998  	TEJ 大盤     	20231003	 16454.3400	   754369269
Y9998  	TEJ 大盤     	20231004	 16273.3800	   754369271
Y9998  	TEJ 大盤     	20231005	 16453.5200	   754369274
Y9998  	TEJ 大盤     	20231006	 16520.5700	   754369274
Y9998  	TEJ 大盤     	20231011	 16672.0300	   754223176
Y9998  	TEJ 大盤     	20231012	 16825.9100	   754223137
Y9998  	TEJ 大盤     	20231013	 16782.5700	   754255137
Y9998  	TEJ 大盤     	20231016	 16652.2400	   754461931
Y9998  	TEJ 大盤     	20231017	 16642.5500	   754461120
Y9998  	TEJ 大盤     	20231018	 16440.9100	   754466422
Y9998  	TEJ 大盤     	20231019	 16452.7300	   754491423
Y9998  	TEJ 大盤     	20231020	 16440.7200	   754886423
Y9998  	TEJ 大盤     	20231023	 16251.3600	   754767672
Y9998  	TEJ 大盤     	20231024	 16309.7600	   754767672
Y9998  	TEJ 大盤     	20231025	 16358.8900	   754802627
Y9998  	TEJ 大盤     	20231026	 16073.7400	   754802609
Y9998  	TEJ 大盤     	20231027	 16134.6100	   754802589
Y9998  	TEJ 大盤     	20231030	 16149.6800	   754732941
